	bc1 num	count	frac	cumulative	index
2167	demo_bc1_56_bc2_20_bc3_48	0	0.0	1.0000000000000004	889
2168	demo_bc1_57_bc2_20_bc3_48	0	0.0	1.0000000000000004	890
2169	demo_bc1_58_bc2_20_bc3_48	0	0.0	1.0000000000000004	891
2170	demo_bc1_59_bc2_20_bc3_48	0	0.0	1.0000000000000004	892
2171	demo_bc1_60_bc2_20_bc3_48	0	0.0	1.0000000000000004	893
2172	demo_bc1_61_bc2_20_bc3_48	0	0.0	1.0000000000000004	894
2173	demo_bc1_62_bc2_20_bc3_48	0	0.0	1.0000000000000004	895
2174	demo_bc1_63_bc2_20_bc3_48	0	0.0	1.0000000000000004	896
2150	demo_bc1_39_bc2_20_bc3_48	0	0.0	1.0000000000000004	897
2148	demo_bc1_37_bc2_20_bc3_48	0	0.0	1.0000000000000004	898
2122	demo_bc1_11_bc2_20_bc3_48	0	0.0	1.0000000000000004	899
2134	demo_bc1_23_bc2_20_bc3_48	0	0.0	1.0000000000000004	900
2123	demo_bc1_12_bc2_20_bc3_48	0	0.0	1.0000000000000004	901
2124	demo_bc1_13_bc2_20_bc3_48	0	0.0	1.0000000000000004	902
2125	demo_bc1_14_bc2_20_bc3_48	0	0.0	1.0000000000000004	903
2126	demo_bc1_15_bc2_20_bc3_48	0	0.0	1.0000000000000004	904
2127	demo_bc1_16_bc2_20_bc3_48	0	0.0	1.0000000000000004	905
2128	demo_bc1_17_bc2_20_bc3_48	0	0.0	1.0000000000000004	906
2129	demo_bc1_18_bc2_20_bc3_48	0	0.0	1.0000000000000004	907
2130	demo_bc1_19_bc2_20_bc3_48	0	0.0	1.0000000000000004	908
2131	demo_bc1_20_bc2_20_bc3_48	0	0.0	1.0000000000000004	909
2132	demo_bc1_21_bc2_20_bc3_48	0	0.0	1.0000000000000004	910
2133	demo_bc1_22_bc2_20_bc3_48	0	0.0	1.0000000000000004	911
2135	demo_bc1_24_bc2_20_bc3_48	0	0.0	1.0000000000000004	912
2147	demo_bc1_36_bc2_20_bc3_48	0	0.0	1.0000000000000004	913
2136	demo_bc1_25_bc2_20_bc3_48	0	0.0	1.0000000000000004	914
2137	demo_bc1_26_bc2_20_bc3_48	0	0.0	1.0000000000000004	915
2138	demo_bc1_27_bc2_20_bc3_48	0	0.0	1.0000000000000004	916
2139	demo_bc1_28_bc2_20_bc3_48	0	0.0	1.0000000000000004	917
2140	demo_bc1_29_bc2_20_bc3_48	0	0.0	1.0000000000000004	918
2141	demo_bc1_30_bc2_20_bc3_48	0	0.0	1.0000000000000004	919
2142	demo_bc1_31_bc2_20_bc3_48	0	0.0	1.0000000000000004	920
2143	demo_bc1_32_bc2_20_bc3_48	0	0.0	1.0000000000000004	921
2144	demo_bc1_33_bc2_20_bc3_48	0	0.0	1.0000000000000004	922
2145	demo_bc1_34_bc2_20_bc3_48	0	0.0	1.0000000000000004	923
2146	demo_bc1_35_bc2_20_bc3_48	0	0.0	1.0000000000000004	924
2730	demo_bc1_43_bc2_9_bc3_61	0	0.0	1.0000000000000004	925
2741	demo_bc1_54_bc2_9_bc3_61	0	0.0	1.0000000000000004	926
2732	demo_bc1_45_bc2_9_bc3_61	0	0.0	1.0000000000000004	927
3361	demo_bc1_2_bc2_52_bc3_90	0	0.0	1.0000000000000004	928
3335	demo_bc1_72_bc2_35_bc3_82	0	0.0	1.0000000000000004	929
3336	demo_bc1_73_bc2_35_bc3_82	0	0.0	1.0000000000000004	930
3337	demo_bc1_74_bc2_35_bc3_82	0	0.0	1.0000000000000004	931
3338	demo_bc1_75_bc2_35_bc3_82	0	0.0	1.0000000000000004	932
3339	demo_bc1_76_bc2_35_bc3_82	0	0.0	1.0000000000000004	933
3340	demo_bc1_77_bc2_35_bc3_82	0	0.0	1.0000000000000004	934
3341	demo_bc1_78_bc2_35_bc3_82	0	0.0	1.0000000000000004	935
3342	demo_bc1_79_bc2_35_bc3_82	0	0.0	1.0000000000000004	936
3343	demo_bc1_80_bc2_35_bc3_82	0	0.0	1.0000000000000004	937
3344	demo_bc1_81_bc2_35_bc3_82	0	0.0	1.0000000000000004	938
3345	demo_bc1_82_bc2_35_bc3_82	0	0.0	1.0000000000000004	939
3346	demo_bc1_83_bc2_35_bc3_82	0	0.0	1.0000000000000004	940
3347	demo_bc1_84_bc2_35_bc3_82	0	0.0	1.0000000000000004	941
3348	demo_bc1_85_bc2_35_bc3_82	0	0.0	1.0000000000000004	942
3349	demo_bc1_86_bc2_35_bc3_82	0	0.0	1.0000000000000004	943
3350	demo_bc1_87_bc2_35_bc3_82	0	0.0	1.0000000000000004	944
3351	demo_bc1_88_bc2_35_bc3_82	0	0.0	1.0000000000000004	945
3352	demo_bc1_89_bc2_35_bc3_82	0	0.0	1.0000000000000004	946
3353	demo_bc1_90_bc2_35_bc3_82	0	0.0	1.0000000000000004	947
3354	demo_bc1_91_bc2_35_bc3_82	0	0.0	1.0000000000000004	948
3355	demo_bc1_92_bc2_35_bc3_82	0	0.0	1.0000000000000004	949
3356	demo_bc1_93_bc2_35_bc3_82	0	0.0	1.0000000000000004	950
3357	demo_bc1_94_bc2_35_bc3_82	0	0.0	1.0000000000000004	951
3358	demo_bc1_95_bc2_35_bc3_82	0	0.0	1.0000000000000004	952
3359	demo_bc1_96_bc2_35_bc3_82	0	0.0	1.0000000000000004	953
3334	demo_bc1_71_bc2_35_bc3_82	0	0.0	1.0000000000000004	954
3333	demo_bc1_70_bc2_35_bc3_82	0	0.0	1.0000000000000004	955
3332	demo_bc1_69_bc2_35_bc3_82	0	0.0	1.0000000000000004	956
3318	demo_bc1_55_bc2_35_bc3_82	0	0.0	1.0000000000000004	957
3306	demo_bc1_43_bc2_35_bc3_82	0	0.0	1.0000000000000004	958
3307	demo_bc1_44_bc2_35_bc3_82	0	0.0	1.0000000000000004	959
3309	demo_bc1_46_bc2_35_bc3_82	0	0.0	1.0000000000000004	960
3310	demo_bc1_47_bc2_35_bc3_82	0	0.0	1.0000000000000004	961
3311	demo_bc1_48_bc2_35_bc3_82	0	0.0	1.0000000000000004	962
3312	demo_bc1_49_bc2_35_bc3_82	0	0.0	1.0000000000000004	963
3313	demo_bc1_50_bc2_35_bc3_82	0	0.0	1.0000000000000004	964
3314	demo_bc1_51_bc2_35_bc3_82	0	0.0	1.0000000000000004	965
3315	demo_bc1_52_bc2_35_bc3_82	0	0.0	1.0000000000000004	966
3316	demo_bc1_53_bc2_35_bc3_82	0	0.0	1.0000000000000004	967
3317	demo_bc1_54_bc2_35_bc3_82	0	0.0	1.0000000000000004	968
3319	demo_bc1_56_bc2_35_bc3_82	0	0.0	1.0000000000000004	969
3331	demo_bc1_68_bc2_35_bc3_82	0	0.0	1.0000000000000004	970
3320	demo_bc1_57_bc2_35_bc3_82	0	0.0	1.0000000000000004	971
3321	demo_bc1_58_bc2_35_bc3_82	0	0.0	1.0000000000000004	972
3322	demo_bc1_59_bc2_35_bc3_82	0	0.0	1.0000000000000004	973
3323	demo_bc1_60_bc2_35_bc3_82	0	0.0	1.0000000000000004	974
3324	demo_bc1_61_bc2_35_bc3_82	0	0.0	1.0000000000000004	975
3325	demo_bc1_62_bc2_35_bc3_82	0	0.0	1.0000000000000004	976
3326	demo_bc1_63_bc2_35_bc3_82	0	0.0	1.0000000000000004	977
3327	demo_bc1_64_bc2_35_bc3_82	0	0.0	1.0000000000000004	978
3328	demo_bc1_65_bc2_35_bc3_82	0	0.0	1.0000000000000004	979
3329	demo_bc1_66_bc2_35_bc3_82	0	0.0	1.0000000000000004	980
3330	demo_bc1_67_bc2_35_bc3_82	0	0.0	1.0000000000000004	981
3360	demo_bc1_1_bc2_52_bc3_90	0	0.0	1.0000000000000004	982
3362	demo_bc1_3_bc2_52_bc3_90	0	0.0	1.0000000000000004	983
3419	demo_bc1_60_bc2_52_bc3_90	0	0.0	1.0000000000000004	984
3363	demo_bc1_4_bc2_52_bc3_90	0	0.0	1.0000000000000004	985
3392	demo_bc1_33_bc2_52_bc3_90	0	0.0	1.0000000000000004	986
3393	demo_bc1_34_bc2_52_bc3_90	0	0.0	1.0000000000000004	987
3394	demo_bc1_35_bc2_52_bc3_90	0	0.0	1.0000000000000004	988
3395	demo_bc1_36_bc2_52_bc3_90	0	0.0	1.0000000000000004	989
3396	demo_bc1_37_bc2_52_bc3_90	0	0.0	1.0000000000000004	990
3397	demo_bc1_38_bc2_52_bc3_90	0	0.0	1.0000000000000004	991
3398	demo_bc1_39_bc2_52_bc3_90	0	0.0	1.0000000000000004	992
3399	demo_bc1_40_bc2_52_bc3_90	0	0.0	1.0000000000000004	993
3401	demo_bc1_42_bc2_52_bc3_90	0	0.0	1.0000000000000004	994
3402	demo_bc1_43_bc2_52_bc3_90	0	0.0	1.0000000000000004	995
3403	demo_bc1_44_bc2_52_bc3_90	0	0.0	1.0000000000000004	996
3404	demo_bc1_45_bc2_52_bc3_90	0	0.0	1.0000000000000004	997
3405	demo_bc1_46_bc2_52_bc3_90	0	0.0	1.0000000000000004	998
3406	demo_bc1_47_bc2_52_bc3_90	0	0.0	1.0000000000000004	999
3407	demo_bc1_48_bc2_52_bc3_90	0	0.0	1.0000000000000004	1000
3408	demo_bc1_49_bc2_52_bc3_90	0	0.0	1.0000000000000004	1001
3409	demo_bc1_50_bc2_52_bc3_90	0	0.0	1.0000000000000004	1002
3410	demo_bc1_51_bc2_52_bc3_90	0	0.0	1.0000000000000004	1003
3411	demo_bc1_52_bc2_52_bc3_90	0	0.0	1.0000000000000004	1004
3412	demo_bc1_53_bc2_52_bc3_90	0	0.0	1.0000000000000004	1005
3413	demo_bc1_54_bc2_52_bc3_90	0	0.0	1.0000000000000004	1006
3414	demo_bc1_55_bc2_52_bc3_90	0	0.0	1.0000000000000004	1007
3415	demo_bc1_56_bc2_52_bc3_90	0	0.0	1.0000000000000004	1008
3416	demo_bc1_57_bc2_52_bc3_90	0	0.0	1.0000000000000004	1009
3417	demo_bc1_58_bc2_52_bc3_90	0	0.0	1.0000000000000004	1010
3391	demo_bc1_32_bc2_52_bc3_90	0	0.0	1.0000000000000004	1011
3390	demo_bc1_31_bc2_52_bc3_90	0	0.0	1.0000000000000004	1012
3389	demo_bc1_30_bc2_52_bc3_90	0	0.0	1.0000000000000004	1013
3375	demo_bc1_16_bc2_52_bc3_90	0	0.0	1.0000000000000004	1014
3364	demo_bc1_5_bc2_52_bc3_90	0	0.0	1.0000000000000004	1015
3365	demo_bc1_6_bc2_52_bc3_90	0	0.0	1.0000000000000004	1016
3366	demo_bc1_7_bc2_52_bc3_90	0	0.0	1.0000000000000004	1017
3367	demo_bc1_8_bc2_52_bc3_90	0	0.0	1.0000000000000004	1018
3368	demo_bc1_9_bc2_52_bc3_90	0	0.0	1.0000000000000004	1019
3369	demo_bc1_10_bc2_52_bc3_90	0	0.0	1.0000000000000004	1020
3370	demo_bc1_11_bc2_52_bc3_90	0	0.0	1.0000000000000004	1021
3371	demo_bc1_12_bc2_52_bc3_90	0	0.0	1.0000000000000004	1022
3372	demo_bc1_13_bc2_52_bc3_90	0	0.0	1.0000000000000004	1023
3373	demo_bc1_14_bc2_52_bc3_90	0	0.0	1.0000000000000004	1024
3374	demo_bc1_15_bc2_52_bc3_90	0	0.0	1.0000000000000004	1025
3376	demo_bc1_17_bc2_52_bc3_90	0	0.0	1.0000000000000004	1026
3388	demo_bc1_29_bc2_52_bc3_90	0	0.0	1.0000000000000004	1027
3377	demo_bc1_18_bc2_52_bc3_90	0	0.0	1.0000000000000004	1028
3378	demo_bc1_19_bc2_52_bc3_90	0	0.0	1.0000000000000004	1029
3379	demo_bc1_20_bc2_52_bc3_90	0	0.0	1.0000000000000004	1030
3380	demo_bc1_21_bc2_52_bc3_90	0	0.0	1.0000000000000004	1031
3381	demo_bc1_22_bc2_52_bc3_90	0	0.0	1.0000000000000004	1032
3382	demo_bc1_23_bc2_52_bc3_90	0	0.0	1.0000000000000004	1033
3383	demo_bc1_24_bc2_52_bc3_90	0	0.0	1.0000000000000004	1034
3384	demo_bc1_25_bc2_52_bc3_90	0	0.0	1.0000000000000004	1035
3385	demo_bc1_26_bc2_52_bc3_90	0	0.0	1.0000000000000004	1036
3386	demo_bc1_27_bc2_52_bc3_90	0	0.0	1.0000000000000004	1037
3387	demo_bc1_28_bc2_52_bc3_90	0	0.0	1.0000000000000004	1038
3305	demo_bc1_42_bc2_35_bc3_82	0	0.0	1.0000000000000004	1039
3304	demo_bc1_41_bc2_35_bc3_82	0	0.0	1.0000000000000004	1040
3303	demo_bc1_40_bc2_35_bc3_82	0	0.0	1.0000000000000004	1041
3302	demo_bc1_39_bc2_35_bc3_82	0	0.0	1.0000000000000004	1042
3221	demo_bc1_54_bc2_53_bc3_80	0	0.0	1.0000000000000004	1043
3222	demo_bc1_55_bc2_53_bc3_80	0	0.0	1.0000000000000004	1044
3223	demo_bc1_56_bc2_53_bc3_80	0	0.0	1.0000000000000004	1045
3224	demo_bc1_57_bc2_53_bc3_80	0	0.0	1.0000000000000004	1046
3225	demo_bc1_58_bc2_53_bc3_80	0	0.0	1.0000000000000004	1047
3226	demo_bc1_59_bc2_53_bc3_80	0	0.0	1.0000000000000004	1048
3227	demo_bc1_60_bc2_53_bc3_80	0	0.0	1.0000000000000004	1049
3228	demo_bc1_61_bc2_53_bc3_80	0	0.0	1.0000000000000004	1050
3229	demo_bc1_62_bc2_53_bc3_80	0	0.0	1.0000000000000004	1051
3230	demo_bc1_63_bc2_53_bc3_80	0	0.0	1.0000000000000004	1052
3231	demo_bc1_64_bc2_53_bc3_80	0	0.0	1.0000000000000004	1053
3232	demo_bc1_65_bc2_53_bc3_80	0	0.0	1.0000000000000004	1054
3233	demo_bc1_66_bc2_53_bc3_80	0	0.0	1.0000000000000004	1055
3234	demo_bc1_67_bc2_53_bc3_80	0	0.0	1.0000000000000004	1056
3235	demo_bc1_68_bc2_53_bc3_80	0	0.0	1.0000000000000004	1057
3236	demo_bc1_69_bc2_53_bc3_80	0	0.0	1.0000000000000004	1058
3237	demo_bc1_70_bc2_53_bc3_80	0	0.0	1.0000000000000004	1059
3238	demo_bc1_71_bc2_53_bc3_80	0	0.0	1.0000000000000004	1060
3239	demo_bc1_72_bc2_53_bc3_80	0	0.0	1.0000000000000004	1061
3240	demo_bc1_73_bc2_53_bc3_80	0	0.0	1.0000000000000004	1062
3241	demo_bc1_74_bc2_53_bc3_80	0	0.0	1.0000000000000004	1063
3242	demo_bc1_75_bc2_53_bc3_80	0	0.0	1.0000000000000004	1064
3243	demo_bc1_76_bc2_53_bc3_80	0	0.0	1.0000000000000004	1065
3244	demo_bc1_77_bc2_53_bc3_80	0	0.0	1.0000000000000004	1066
3245	demo_bc1_78_bc2_53_bc3_80	0	0.0	1.0000000000000004	1067
3220	demo_bc1_53_bc2_53_bc3_80	0	0.0	1.0000000000000004	1068
3219	demo_bc1_52_bc2_53_bc3_80	0	0.0	1.0000000000000004	1069
3218	demo_bc1_51_bc2_53_bc3_80	0	0.0	1.0000000000000004	1070
3204	demo_bc1_37_bc2_53_bc3_80	0	0.0	1.0000000000000004	1071
3193	demo_bc1_26_bc2_53_bc3_80	0	0.0	1.0000000000000004	1072
3194	demo_bc1_27_bc2_53_bc3_80	0	0.0	1.0000000000000004	1073
3195	demo_bc1_28_bc2_53_bc3_80	0	0.0	1.0000000000000004	1074
3196	demo_bc1_29_bc2_53_bc3_80	0	0.0	1.0000000000000004	1075
3197	demo_bc1_30_bc2_53_bc3_80	0	0.0	1.0000000000000004	1076
3198	demo_bc1_31_bc2_53_bc3_80	0	0.0	1.0000000000000004	1077
3199	demo_bc1_32_bc2_53_bc3_80	0	0.0	1.0000000000000004	1078
3200	demo_bc1_33_bc2_53_bc3_80	0	0.0	1.0000000000000004	1079
3201	demo_bc1_34_bc2_53_bc3_80	0	0.0	1.0000000000000004	1080
3202	demo_bc1_35_bc2_53_bc3_80	0	0.0	1.0000000000000004	1081
3203	demo_bc1_36_bc2_53_bc3_80	0	0.0	1.0000000000000004	1082
3205	demo_bc1_38_bc2_53_bc3_80	0	0.0	1.0000000000000004	1083
3217	demo_bc1_50_bc2_53_bc3_80	0	0.0	1.0000000000000004	1084
3206	demo_bc1_39_bc2_53_bc3_80	0	0.0	1.0000000000000004	1085
3207	demo_bc1_40_bc2_53_bc3_80	0	0.0	1.0000000000000004	1086
3208	demo_bc1_41_bc2_53_bc3_80	0	0.0	1.0000000000000004	1087
3209	demo_bc1_42_bc2_53_bc3_80	0	0.0	1.0000000000000004	1088
3210	demo_bc1_43_bc2_53_bc3_80	0	0.0	1.0000000000000004	1089
3211	demo_bc1_44_bc2_53_bc3_80	0	0.0	1.0000000000000004	1090
3212	demo_bc1_45_bc2_53_bc3_80	0	0.0	1.0000000000000004	1091
3213	demo_bc1_46_bc2_53_bc3_80	0	0.0	1.0000000000000004	1092
3214	demo_bc1_47_bc2_53_bc3_80	0	0.0	1.0000000000000004	1093
3215	demo_bc1_48_bc2_53_bc3_80	0	0.0	1.0000000000000004	1094
3216	demo_bc1_49_bc2_53_bc3_80	0	0.0	1.0000000000000004	1095
3246	demo_bc1_79_bc2_53_bc3_80	0	0.0	1.0000000000000004	1096
3247	demo_bc1_80_bc2_53_bc3_80	0	0.0	1.0000000000000004	1097
3248	demo_bc1_81_bc2_53_bc3_80	0	0.0	1.0000000000000004	1098
3289	demo_bc1_26_bc2_35_bc3_82	0	0.0	1.0000000000000004	1099
3278	demo_bc1_15_bc2_35_bc3_82	0	0.0	1.0000000000000004	1100
3279	demo_bc1_16_bc2_35_bc3_82	0	0.0	1.0000000000000004	1101
3280	demo_bc1_17_bc2_35_bc3_82	0	0.0	1.0000000000000004	1102
3281	demo_bc1_18_bc2_35_bc3_82	0	0.0	1.0000000000000004	1103
3282	demo_bc1_19_bc2_35_bc3_82	0	0.0	1.0000000000000004	1104
3283	demo_bc1_20_bc2_35_bc3_82	0	0.0	1.0000000000000004	1105
3284	demo_bc1_21_bc2_35_bc3_82	0	0.0	1.0000000000000004	1106
3285	demo_bc1_22_bc2_35_bc3_82	0	0.0	1.0000000000000004	1107
3286	demo_bc1_23_bc2_35_bc3_82	0	0.0	1.0000000000000004	1108
3287	demo_bc1_24_bc2_35_bc3_82	0	0.0	1.0000000000000004	1109
3288	demo_bc1_25_bc2_35_bc3_82	0	0.0	1.0000000000000004	1110
3290	demo_bc1_27_bc2_35_bc3_82	0	0.0	1.0000000000000004	1111
3276	demo_bc1_13_bc2_35_bc3_82	0	0.0	1.0000000000000004	1112
3291	demo_bc1_28_bc2_35_bc3_82	0	0.0	1.0000000000000004	1113
3292	demo_bc1_29_bc2_35_bc3_82	0	0.0	1.0000000000000004	1114
3293	demo_bc1_30_bc2_35_bc3_82	0	0.0	1.0000000000000004	1115
3294	demo_bc1_31_bc2_35_bc3_82	0	0.0	1.0000000000000004	1116
3295	demo_bc1_32_bc2_35_bc3_82	0	0.0	1.0000000000000004	1117
3296	demo_bc1_33_bc2_35_bc3_82	0	0.0	1.0000000000000004	1118
3297	demo_bc1_34_bc2_35_bc3_82	0	0.0	1.0000000000000004	1119
3298	demo_bc1_35_bc2_35_bc3_82	0	0.0	1.0000000000000004	1120
3299	demo_bc1_36_bc2_35_bc3_82	0	0.0	1.0000000000000004	1121
3300	demo_bc1_37_bc2_35_bc3_82	0	0.0	1.0000000000000004	1122
3301	demo_bc1_38_bc2_35_bc3_82	0	0.0	1.0000000000000004	1123
3277	demo_bc1_14_bc2_35_bc3_82	0	0.0	1.0000000000000004	1124
3275	demo_bc1_12_bc2_35_bc3_82	0	0.0	1.0000000000000004	1125
3249	demo_bc1_82_bc2_53_bc3_80	0	0.0	1.0000000000000004	1126
3261	demo_bc1_94_bc2_53_bc3_80	0	0.0	1.0000000000000004	1127
3250	demo_bc1_83_bc2_53_bc3_80	0	0.0	1.0000000000000004	1128
3251	demo_bc1_84_bc2_53_bc3_80	0	0.0	1.0000000000000004	1129
3252	demo_bc1_85_bc2_53_bc3_80	0	0.0	1.0000000000000004	1130
3253	demo_bc1_86_bc2_53_bc3_80	0	0.0	1.0000000000000004	1131
3254	demo_bc1_87_bc2_53_bc3_80	0	0.0	1.0000000000000004	1132
3255	demo_bc1_88_bc2_53_bc3_80	0	0.0	1.0000000000000004	1133
3256	demo_bc1_89_bc2_53_bc3_80	0	0.0	1.0000000000000004	1134
3257	demo_bc1_90_bc2_53_bc3_80	0	0.0	1.0000000000000004	1135
3258	demo_bc1_91_bc2_53_bc3_80	0	0.0	1.0000000000000004	1136
3259	demo_bc1_92_bc2_53_bc3_80	0	0.0	1.0000000000000004	1137
3260	demo_bc1_93_bc2_53_bc3_80	0	0.0	1.0000000000000004	1138
3262	demo_bc1_95_bc2_53_bc3_80	0	0.0	1.0000000000000004	1139
3274	demo_bc1_11_bc2_35_bc3_82	0	0.0	1.0000000000000004	1140
3263	demo_bc1_96_bc2_53_bc3_80	0	0.0	1.0000000000000004	1141
3264	demo_bc1_1_bc2_35_bc3_82	0	0.0	1.0000000000000004	1142
3265	demo_bc1_2_bc2_35_bc3_82	0	0.0	1.0000000000000004	1143
3266	demo_bc1_3_bc2_35_bc3_82	0	0.0	1.0000000000000004	1144
3267	demo_bc1_4_bc2_35_bc3_82	0	0.0	1.0000000000000004	1145
3268	demo_bc1_5_bc2_35_bc3_82	0	0.0	1.0000000000000004	1146
3269	demo_bc1_6_bc2_35_bc3_82	0	0.0	1.0000000000000004	1147
3270	demo_bc1_7_bc2_35_bc3_82	0	0.0	1.0000000000000004	1148
3271	demo_bc1_8_bc2_35_bc3_82	0	0.0	1.0000000000000004	1149
3272	demo_bc1_9_bc2_35_bc3_82	0	0.0	1.0000000000000004	1150
3273	demo_bc1_10_bc2_35_bc3_82	0	0.0	1.0000000000000004	1151
3418	demo_bc1_59_bc2_52_bc3_90	0	0.0	1.0000000000000004	1152
3420	demo_bc1_61_bc2_52_bc3_90	0	0.0	1.0000000000000004	1153
2733	demo_bc1_46_bc2_9_bc3_61	0	0.0	1.0000000000000004	1154
3591	demo_bc1_40_bc2_30_bc3_93	0	0.0	1.0000000000000004	1155
3564	demo_bc1_13_bc2_30_bc3_93	0	0.0	1.0000000000000004	1156
3565	demo_bc1_14_bc2_30_bc3_93	0	0.0	1.0000000000000004	1157
3566	demo_bc1_15_bc2_30_bc3_93	0	0.0	1.0000000000000004	1158
3567	demo_bc1_16_bc2_30_bc3_93	0	0.0	1.0000000000000004	1159
3568	demo_bc1_17_bc2_30_bc3_93	0	0.0	1.0000000000000004	1160
3569	demo_bc1_18_bc2_30_bc3_93	0	0.0	1.0000000000000004	1161
3570	demo_bc1_19_bc2_30_bc3_93	0	0.0	1.0000000000000004	1162
3571	demo_bc1_20_bc2_30_bc3_93	0	0.0	1.0000000000000004	1163
3572	demo_bc1_21_bc2_30_bc3_93	0	0.0	1.0000000000000004	1164
3573	demo_bc1_22_bc2_30_bc3_93	0	0.0	1.0000000000000004	1165
3574	demo_bc1_23_bc2_30_bc3_93	0	0.0	1.0000000000000004	1166
3575	demo_bc1_24_bc2_30_bc3_93	0	0.0	1.0000000000000004	1167
3576	demo_bc1_25_bc2_30_bc3_93	0	0.0	1.0000000000000004	1168
3577	demo_bc1_26_bc2_30_bc3_93	0	0.0	1.0000000000000004	1169
3578	demo_bc1_27_bc2_30_bc3_93	0	0.0	1.0000000000000004	1170
3580	demo_bc1_29_bc2_30_bc3_93	0	0.0	1.0000000000000004	1171
3581	demo_bc1_30_bc2_30_bc3_93	0	0.0	1.0000000000000004	1172
3582	demo_bc1_31_bc2_30_bc3_93	0	0.0	1.0000000000000004	1173
3583	demo_bc1_32_bc2_30_bc3_93	0	0.0	1.0000000000000004	1174
3584	demo_bc1_33_bc2_30_bc3_93	0	0.0	1.0000000000000004	1175
3585	demo_bc1_34_bc2_30_bc3_93	0	0.0	1.0000000000000004	1176
3586	demo_bc1_35_bc2_30_bc3_93	0	0.0	1.0000000000000004	1177
3587	demo_bc1_36_bc2_30_bc3_93	0	0.0	1.0000000000000004	1178
3588	demo_bc1_37_bc2_30_bc3_93	0	0.0	1.0000000000000004	1179
3589	demo_bc1_38_bc2_30_bc3_93	0	0.0	1.0000000000000004	1180
3563	demo_bc1_12_bc2_30_bc3_93	0	0.0	1.0000000000000004	1181
3562	demo_bc1_11_bc2_30_bc3_93	0	0.0	1.0000000000000004	1182
3561	demo_bc1_10_bc2_30_bc3_93	0	0.0	1.0000000000000004	1183
3547	demo_bc1_92_bc2_63_bc3_91	0	0.0	1.0000000000000004	1184
3536	demo_bc1_81_bc2_63_bc3_91	0	0.0	1.0000000000000004	1185
3537	demo_bc1_82_bc2_63_bc3_91	0	0.0	1.0000000000000004	1186
3538	demo_bc1_83_bc2_63_bc3_91	0	0.0	1.0000000000000004	1187
3539	demo_bc1_84_bc2_63_bc3_91	0	0.0	1.0000000000000004	1188
3540	demo_bc1_85_bc2_63_bc3_91	0	0.0	1.0000000000000004	1189
3541	demo_bc1_86_bc2_63_bc3_91	0	0.0	1.0000000000000004	1190
3542	demo_bc1_87_bc2_63_bc3_91	0	0.0	1.0000000000000004	1191
3543	demo_bc1_88_bc2_63_bc3_91	0	0.0	1.0000000000000004	1192
3544	demo_bc1_89_bc2_63_bc3_91	0	0.0	1.0000000000000004	1193
3545	demo_bc1_90_bc2_63_bc3_91	0	0.0	1.0000000000000004	1194
3546	demo_bc1_91_bc2_63_bc3_91	0	0.0	1.0000000000000004	1195
3548	demo_bc1_93_bc2_63_bc3_91	0	0.0	1.0000000000000004	1196
3560	demo_bc1_9_bc2_30_bc3_93	0	0.0	1.0000000000000004	1197
3549	demo_bc1_94_bc2_63_bc3_91	0	0.0	1.0000000000000004	1198
3550	demo_bc1_95_bc2_63_bc3_91	0	0.0	1.0000000000000004	1199
3551	demo_bc1_96_bc2_63_bc3_91	0	0.0	1.0000000000000004	1200
3552	demo_bc1_1_bc2_30_bc3_93	0	0.0	1.0000000000000004	1201
3553	demo_bc1_2_bc2_30_bc3_93	0	0.0	1.0000000000000004	1202
3554	demo_bc1_3_bc2_30_bc3_93	0	0.0	1.0000000000000004	1203
3555	demo_bc1_4_bc2_30_bc3_93	0	0.0	1.0000000000000004	1204
3556	demo_bc1_5_bc2_30_bc3_93	0	0.0	1.0000000000000004	1205
3557	demo_bc1_6_bc2_30_bc3_93	0	0.0	1.0000000000000004	1206
3558	demo_bc1_7_bc2_30_bc3_93	0	0.0	1.0000000000000004	1207
3559	demo_bc1_8_bc2_30_bc3_93	0	0.0	1.0000000000000004	1208
3590	demo_bc1_39_bc2_30_bc3_93	0	0.0	1.0000000000000004	1209
3592	demo_bc1_41_bc2_30_bc3_93	0	0.0	1.0000000000000004	1210
3421	demo_bc1_62_bc2_52_bc3_90	0	0.0	1.0000000000000004	1211
3593	demo_bc1_42_bc2_30_bc3_93	0	0.0	1.0000000000000004	1212
3622	demo_bc1_71_bc2_30_bc3_93	0	0.0	1.0000000000000004	1213
3623	demo_bc1_72_bc2_30_bc3_93	0	0.0	1.0000000000000004	1214
3624	demo_bc1_73_bc2_30_bc3_93	0	0.0	1.0000000000000004	1215
3625	demo_bc1_74_bc2_30_bc3_93	0	0.0	1.0000000000000004	1216
3626	demo_bc1_75_bc2_30_bc3_93	0	0.0	1.0000000000000004	1217
3627	demo_bc1_76_bc2_30_bc3_93	0	0.0	1.0000000000000004	1218
3628	demo_bc1_77_bc2_30_bc3_93	0	0.0	1.0000000000000004	1219
3629	demo_bc1_78_bc2_30_bc3_93	0	0.0	1.0000000000000004	1220
3630	demo_bc1_79_bc2_30_bc3_93	0	0.0	1.0000000000000004	1221
3631	demo_bc1_80_bc2_30_bc3_93	0	0.0	1.0000000000000004	1222
3632	demo_bc1_81_bc2_30_bc3_93	0	0.0	1.0000000000000004	1223
