	bc1 num	count	frac	cumulative	index
3068	demo_bc1_93_bc2_18_bc3_76	0	0.0	1.0000000000000004	1798
3069	demo_bc1_94_bc2_18_bc3_76	0	0.0	1.0000000000000004	1799
3070	demo_bc1_95_bc2_18_bc3_76	0	0.0	1.0000000000000004	1800
3071	demo_bc1_96_bc2_18_bc3_76	0	0.0	1.0000000000000004	1801
3072	demo_bc1_1_bc2_95_bc3_77	0	0.0	1.0000000000000004	1802
3073	demo_bc1_2_bc2_95_bc3_77	0	0.0	1.0000000000000004	1803
3049	demo_bc1_74_bc2_18_bc3_76	0	0.0	1.0000000000000004	1804
3047	demo_bc1_72_bc2_18_bc3_76	0	0.0	1.0000000000000004	1805
3020	demo_bc1_45_bc2_18_bc3_76	0	0.0	1.0000000000000004	1806
3032	demo_bc1_57_bc2_18_bc3_76	0	0.0	1.0000000000000004	1807
3021	demo_bc1_46_bc2_18_bc3_76	0	0.0	1.0000000000000004	1808
3022	demo_bc1_47_bc2_18_bc3_76	0	0.0	1.0000000000000004	1809
3023	demo_bc1_48_bc2_18_bc3_76	0	0.0	1.0000000000000004	1810
3024	demo_bc1_49_bc2_18_bc3_76	0	0.0	1.0000000000000004	1811
3025	demo_bc1_50_bc2_18_bc3_76	0	0.0	1.0000000000000004	1812
3026	demo_bc1_51_bc2_18_bc3_76	0	0.0	1.0000000000000004	1813
3027	demo_bc1_52_bc2_18_bc3_76	0	0.0	1.0000000000000004	1814
3028	demo_bc1_53_bc2_18_bc3_76	0	0.0	1.0000000000000004	1815
3029	demo_bc1_54_bc2_18_bc3_76	0	0.0	1.0000000000000004	1816
3030	demo_bc1_55_bc2_18_bc3_76	0	0.0	1.0000000000000004	1817
3031	demo_bc1_56_bc2_18_bc3_76	0	0.0	1.0000000000000004	1818
3033	demo_bc1_58_bc2_18_bc3_76	0	0.0	1.0000000000000004	1819
3046	demo_bc1_71_bc2_18_bc3_76	0	0.0	1.0000000000000004	1820
3034	demo_bc1_59_bc2_18_bc3_76	0	0.0	1.0000000000000004	1821
3035	demo_bc1_60_bc2_18_bc3_76	0	0.0	1.0000000000000004	1822
3036	demo_bc1_61_bc2_18_bc3_76	0	0.0	1.0000000000000004	1823
3037	demo_bc1_62_bc2_18_bc3_76	0	0.0	1.0000000000000004	1824
3039	demo_bc1_64_bc2_18_bc3_76	0	0.0	1.0000000000000004	1825
3040	demo_bc1_65_bc2_18_bc3_76	0	0.0	1.0000000000000004	1826
3041	demo_bc1_66_bc2_18_bc3_76	0	0.0	1.0000000000000004	1827
3042	demo_bc1_67_bc2_18_bc3_76	0	0.0	1.0000000000000004	1828
3043	demo_bc1_68_bc2_18_bc3_76	0	0.0	1.0000000000000004	1829
3044	demo_bc1_69_bc2_18_bc3_76	0	0.0	1.0000000000000004	1830
3045	demo_bc1_70_bc2_18_bc3_76	0	0.0	1.0000000000000004	1831
1835	demo_bc1_12_bc2_12_bc3_35	0	0.0	1.0000000000000004	1832
1824	demo_bc1_1_bc2_12_bc3_35	0	0.0	1.0000000000000004	1833
1833	demo_bc1_10_bc2_12_bc3_35	0	0.0	1.0000000000000004	1834
630	demo_bc1_55_bc2_39_bc3_14	0	0.0	1.0000000000000004	1835
604	demo_bc1_29_bc2_39_bc3_14	0	0.0	1.0000000000000004	1836
605	demo_bc1_30_bc2_39_bc3_14	0	0.0	1.0000000000000004	1837
606	demo_bc1_31_bc2_39_bc3_14	0	0.0	1.0000000000000004	1838
607	demo_bc1_32_bc2_39_bc3_14	0	0.0	1.0000000000000004	1839
608	demo_bc1_33_bc2_39_bc3_14	0	0.0	1.0000000000000004	1840
609	demo_bc1_34_bc2_39_bc3_14	0	0.0	1.0000000000000004	1841
610	demo_bc1_35_bc2_39_bc3_14	0	0.0	1.0000000000000004	1842
611	demo_bc1_36_bc2_39_bc3_14	0	0.0	1.0000000000000004	1843
612	demo_bc1_37_bc2_39_bc3_14	0	0.0	1.0000000000000004	1844
613	demo_bc1_38_bc2_39_bc3_14	0	0.0	1.0000000000000004	1845
614	demo_bc1_39_bc2_39_bc3_14	0	0.0	1.0000000000000004	1846
615	demo_bc1_40_bc2_39_bc3_14	0	0.0	1.0000000000000004	1847
616	demo_bc1_41_bc2_39_bc3_14	0	0.0	1.0000000000000004	1848
617	demo_bc1_42_bc2_39_bc3_14	0	0.0	1.0000000000000004	1849
618	demo_bc1_43_bc2_39_bc3_14	0	0.0	1.0000000000000004	1850
619	demo_bc1_44_bc2_39_bc3_14	0	0.0	1.0000000000000004	1851
620	demo_bc1_45_bc2_39_bc3_14	0	0.0	1.0000000000000004	1852
621	demo_bc1_46_bc2_39_bc3_14	0	0.0	1.0000000000000004	1853
622	demo_bc1_47_bc2_39_bc3_14	0	0.0	1.0000000000000004	1854
623	demo_bc1_48_bc2_39_bc3_14	0	0.0	1.0000000000000004	1855
624	demo_bc1_49_bc2_39_bc3_14	0	0.0	1.0000000000000004	1856
625	demo_bc1_50_bc2_39_bc3_14	0	0.0	1.0000000000000004	1857
626	demo_bc1_51_bc2_39_bc3_14	0	0.0	1.0000000000000004	1858
627	demo_bc1_52_bc2_39_bc3_14	0	0.0	1.0000000000000004	1859
628	demo_bc1_53_bc2_39_bc3_14	0	0.0	1.0000000000000004	1860
603	demo_bc1_28_bc2_39_bc3_14	0	0.0	1.0000000000000004	1861
602	demo_bc1_27_bc2_39_bc3_14	0	0.0	1.0000000000000004	1862
601	demo_bc1_26_bc2_39_bc3_14	0	0.0	1.0000000000000004	1863
586	demo_bc1_11_bc2_39_bc3_14	0	0.0	1.0000000000000004	1864
575	demo_bc1_96_bc2_48_bc3_12	0	0.0	1.0000000000000004	1865
576	demo_bc1_1_bc2_39_bc3_14	0	0.0	1.0000000000000004	1866
577	demo_bc1_2_bc2_39_bc3_14	0	0.0	1.0000000000000004	1867
578	demo_bc1_3_bc2_39_bc3_14	0	0.0	1.0000000000000004	1868
579	demo_bc1_4_bc2_39_bc3_14	0	0.0	1.0000000000000004	1869
580	demo_bc1_5_bc2_39_bc3_14	0	0.0	1.0000000000000004	1870
581	demo_bc1_6_bc2_39_bc3_14	0	0.0	1.0000000000000004	1871
582	demo_bc1_7_bc2_39_bc3_14	0	0.0	1.0000000000000004	1872
583	demo_bc1_8_bc2_39_bc3_14	0	0.0	1.0000000000000004	1873
584	demo_bc1_9_bc2_39_bc3_14	0	0.0	1.0000000000000004	1874
585	demo_bc1_10_bc2_39_bc3_14	0	0.0	1.0000000000000004	1875
587	demo_bc1_12_bc2_39_bc3_14	0	0.0	1.0000000000000004	1876
600	demo_bc1_25_bc2_39_bc3_14	0	0.0	1.0000000000000004	1877
588	demo_bc1_13_bc2_39_bc3_14	0	0.0	1.0000000000000004	1878
589	demo_bc1_14_bc2_39_bc3_14	0	0.0	1.0000000000000004	1879
590	demo_bc1_15_bc2_39_bc3_14	0	0.0	1.0000000000000004	1880
592	demo_bc1_17_bc2_39_bc3_14	0	0.0	1.0000000000000004	1881
593	demo_bc1_18_bc2_39_bc3_14	0	0.0	1.0000000000000004	1882
594	demo_bc1_19_bc2_39_bc3_14	0	0.0	1.0000000000000004	1883
595	demo_bc1_20_bc2_39_bc3_14	0	0.0	1.0000000000000004	1884
596	demo_bc1_21_bc2_39_bc3_14	0	0.0	1.0000000000000004	1885
597	demo_bc1_22_bc2_39_bc3_14	0	0.0	1.0000000000000004	1886
598	demo_bc1_23_bc2_39_bc3_14	0	0.0	1.0000000000000004	1887
599	demo_bc1_24_bc2_39_bc3_14	0	0.0	1.0000000000000004	1888
629	demo_bc1_54_bc2_39_bc3_14	0	0.0	1.0000000000000004	1889
631	demo_bc1_56_bc2_39_bc3_14	0	0.0	1.0000000000000004	1890
687	demo_bc1_16_bc2_43_bc3_16	0	0.0	1.0000000000000004	1891
632	demo_bc1_57_bc2_39_bc3_14	0	0.0	1.0000000000000004	1892
661	demo_bc1_86_bc2_39_bc3_14	0	0.0	1.0000000000000004	1893
662	demo_bc1_87_bc2_39_bc3_14	0	0.0	1.0000000000000004	1894
663	demo_bc1_88_bc2_39_bc3_14	0	0.0	1.0000000000000004	1895
664	demo_bc1_89_bc2_39_bc3_14	0	0.0	1.0000000000000004	1896
665	demo_bc1_90_bc2_39_bc3_14	0	0.0	1.0000000000000004	1897
666	demo_bc1_91_bc2_39_bc3_14	0	0.0	1.0000000000000004	1898
667	demo_bc1_92_bc2_39_bc3_14	0	0.0	1.0000000000000004	1899
668	demo_bc1_93_bc2_39_bc3_14	0	0.0	1.0000000000000004	1900
669	demo_bc1_94_bc2_39_bc3_14	0	0.0	1.0000000000000004	1901
670	demo_bc1_95_bc2_39_bc3_14	0	0.0	1.0000000000000004	1902
671	demo_bc1_96_bc2_39_bc3_14	0	0.0	1.0000000000000004	1903
672	demo_bc1_1_bc2_43_bc3_16	0	0.0	1.0000000000000004	1904
673	demo_bc1_2_bc2_43_bc3_16	0	0.0	1.0000000000000004	1905
674	demo_bc1_3_bc2_43_bc3_16	0	0.0	1.0000000000000004	1906
675	demo_bc1_4_bc2_43_bc3_16	0	0.0	1.0000000000000004	1907
676	demo_bc1_5_bc2_43_bc3_16	0	0.0	1.0000000000000004	1908
677	demo_bc1_6_bc2_43_bc3_16	0	0.0	1.0000000000000004	1909
678	demo_bc1_7_bc2_43_bc3_16	0	0.0	1.0000000000000004	1910
679	demo_bc1_8_bc2_43_bc3_16	0	0.0	1.0000000000000004	1911
680	demo_bc1_9_bc2_43_bc3_16	0	0.0	1.0000000000000004	1912
681	demo_bc1_10_bc2_43_bc3_16	0	0.0	1.0000000000000004	1913
682	demo_bc1_11_bc2_43_bc3_16	0	0.0	1.0000000000000004	1914
683	demo_bc1_12_bc2_43_bc3_16	0	0.0	1.0000000000000004	1915
684	demo_bc1_13_bc2_43_bc3_16	0	0.0	1.0000000000000004	1916
685	demo_bc1_14_bc2_43_bc3_16	0	0.0	1.0000000000000004	1917
660	demo_bc1_85_bc2_39_bc3_14	0	0.0	1.0000000000000004	1918
659	demo_bc1_84_bc2_39_bc3_14	0	0.0	1.0000000000000004	1919
658	demo_bc1_83_bc2_39_bc3_14	0	0.0	1.0000000000000004	1920
644	demo_bc1_69_bc2_39_bc3_14	0	0.0	1.0000000000000004	1921
633	demo_bc1_58_bc2_39_bc3_14	0	0.0	1.0000000000000004	1922
634	demo_bc1_59_bc2_39_bc3_14	0	0.0	1.0000000000000004	1923
635	demo_bc1_60_bc2_39_bc3_14	0	0.0	1.0000000000000004	1924
636	demo_bc1_61_bc2_39_bc3_14	0	0.0	1.0000000000000004	1925
637	demo_bc1_62_bc2_39_bc3_14	0	0.0	1.0000000000000004	1926
638	demo_bc1_63_bc2_39_bc3_14	0	0.0	1.0000000000000004	1927
639	demo_bc1_64_bc2_39_bc3_14	0	0.0	1.0000000000000004	1928
640	demo_bc1_65_bc2_39_bc3_14	0	0.0	1.0000000000000004	1929
641	demo_bc1_66_bc2_39_bc3_14	0	0.0	1.0000000000000004	1930
642	demo_bc1_67_bc2_39_bc3_14	0	0.0	1.0000000000000004	1931
643	demo_bc1_68_bc2_39_bc3_14	0	0.0	1.0000000000000004	1932
645	demo_bc1_70_bc2_39_bc3_14	0	0.0	1.0000000000000004	1933
657	demo_bc1_82_bc2_39_bc3_14	0	0.0	1.0000000000000004	1934
646	demo_bc1_71_bc2_39_bc3_14	0	0.0	1.0000000000000004	1935
647	demo_bc1_72_bc2_39_bc3_14	0	0.0	1.0000000000000004	1936
648	demo_bc1_73_bc2_39_bc3_14	0	0.0	1.0000000000000004	1937
649	demo_bc1_74_bc2_39_bc3_14	0	0.0	1.0000000000000004	1938
650	demo_bc1_75_bc2_39_bc3_14	0	0.0	1.0000000000000004	1939
651	demo_bc1_76_bc2_39_bc3_14	0	0.0	1.0000000000000004	1940
652	demo_bc1_77_bc2_39_bc3_14	0	0.0	1.0000000000000004	1941
653	demo_bc1_78_bc2_39_bc3_14	0	0.0	1.0000000000000004	1942
654	demo_bc1_79_bc2_39_bc3_14	0	0.0	1.0000000000000004	1943
655	demo_bc1_80_bc2_39_bc3_14	0	0.0	1.0000000000000004	1944
656	demo_bc1_81_bc2_39_bc3_14	0	0.0	1.0000000000000004	1945
574	demo_bc1_95_bc2_48_bc3_12	0	0.0	1.0000000000000004	1946
573	demo_bc1_94_bc2_48_bc3_12	0	0.0	1.0000000000000004	1947
572	demo_bc1_93_bc2_48_bc3_12	0	0.0	1.0000000000000004	1948
571	demo_bc1_92_bc2_48_bc3_12	0	0.0	1.0000000000000004	1949
489	demo_bc1_10_bc2_48_bc3_12	0	0.0	1.0000000000000004	1950
490	demo_bc1_11_bc2_48_bc3_12	0	0.0	1.0000000000000004	1951
491	demo_bc1_12_bc2_48_bc3_12	0	0.0	1.0000000000000004	1952
492	demo_bc1_13_bc2_48_bc3_12	0	0.0	1.0000000000000004	1953
494	demo_bc1_15_bc2_48_bc3_12	0	0.0	1.0000000000000004	1954
495	demo_bc1_16_bc2_48_bc3_12	0	0.0	1.0000000000000004	1955
496	demo_bc1_17_bc2_48_bc3_12	0	0.0	1.0000000000000004	1956
497	demo_bc1_18_bc2_48_bc3_12	0	0.0	1.0000000000000004	1957
498	demo_bc1_19_bc2_48_bc3_12	0	0.0	1.0000000000000004	1958
499	demo_bc1_20_bc2_48_bc3_12	0	0.0	1.0000000000000004	1959
500	demo_bc1_21_bc2_48_bc3_12	0	0.0	1.0000000000000004	1960
501	demo_bc1_22_bc2_48_bc3_12	0	0.0	1.0000000000000004	1961
502	demo_bc1_23_bc2_48_bc3_12	0	0.0	1.0000000000000004	1962
503	demo_bc1_24_bc2_48_bc3_12	0	0.0	1.0000000000000004	1963
504	demo_bc1_25_bc2_48_bc3_12	0	0.0	1.0000000000000004	1964
505	demo_bc1_26_bc2_48_bc3_12	0	0.0	1.0000000000000004	1965
506	demo_bc1_27_bc2_48_bc3_12	0	0.0	1.0000000000000004	1966
507	demo_bc1_28_bc2_48_bc3_12	0	0.0	1.0000000000000004	1967
508	demo_bc1_29_bc2_48_bc3_12	0	0.0	1.0000000000000004	1968
509	demo_bc1_30_bc2_48_bc3_12	0	0.0	1.0000000000000004	1969
510	demo_bc1_31_bc2_48_bc3_12	0	0.0	1.0000000000000004	1970
511	demo_bc1_32_bc2_48_bc3_12	0	0.0	1.0000000000000004	1971
512	demo_bc1_33_bc2_48_bc3_12	0	0.0	1.0000000000000004	1972
513	demo_bc1_34_bc2_48_bc3_12	0	0.0	1.0000000000000004	1973
514	demo_bc1_35_bc2_48_bc3_12	0	0.0	1.0000000000000004	1974
488	demo_bc1_9_bc2_48_bc3_12	0	0.0	1.0000000000000004	1975
487	demo_bc1_8_bc2_48_bc3_12	0	0.0	1.0000000000000004	1976
486	demo_bc1_7_bc2_48_bc3_12	0	0.0	1.0000000000000004	1977
472	demo_bc1_89_bc2_46_bc3_12	0	0.0	1.0000000000000004	1978
460	demo_bc1_77_bc2_46_bc3_12	0	0.0	1.0000000000000004	1979
461	demo_bc1_78_bc2_46_bc3_12	0	0.0	1.0000000000000004	1980
462	demo_bc1_79_bc2_46_bc3_12	0	0.0	1.0000000000000004	1981
463	demo_bc1_80_bc2_46_bc3_12	0	0.0	1.0000000000000004	1982
465	demo_bc1_82_bc2_46_bc3_12	0	0.0	1.0000000000000004	1983
466	demo_bc1_83_bc2_46_bc3_12	0	0.0	1.0000000000000004	1984
467	demo_bc1_84_bc2_46_bc3_12	0	0.0	1.0000000000000004	1985
468	demo_bc1_85_bc2_46_bc3_12	0	0.0	1.0000000000000004	1986
469	demo_bc1_86_bc2_46_bc3_12	0	0.0	1.0000000000000004	1987
470	demo_bc1_87_bc2_46_bc3_12	0	0.0	1.0000000000000004	1988
471	demo_bc1_88_bc2_46_bc3_12	0	0.0	1.0000000000000004	1989
473	demo_bc1_90_bc2_46_bc3_12	0	0.0	1.0000000000000004	1990
485	demo_bc1_6_bc2_48_bc3_12	0	0.0	1.0000000000000004	1991
474	demo_bc1_91_bc2_46_bc3_12	0	0.0	1.0000000000000004	1992
475	demo_bc1_92_bc2_46_bc3_12	0	0.0	1.0000000000000004	1993
476	demo_bc1_93_bc2_46_bc3_12	0	0.0	1.0000000000000004	1994
477	demo_bc1_94_bc2_46_bc3_12	0	0.0	1.0000000000000004	1995
478	demo_bc1_95_bc2_46_bc3_12	0	0.0	1.0000000000000004	1996
479	demo_bc1_96_bc2_46_bc3_12	0	0.0	1.0000000000000004	1997
480	demo_bc1_1_bc2_48_bc3_12	0	0.0	1.0000000000000004	1998
481	demo_bc1_2_bc2_48_bc3_12	0	0.0	1.0000000000000004	1999
482	demo_bc1_3_bc2_48_bc3_12	0	0.0	1.0000000000000004	2000
483	demo_bc1_4_bc2_48_bc3_12	0	0.0	1.0000000000000004	2001
484	demo_bc1_5_bc2_48_bc3_12	0	0.0	1.0000000000000004	2002
515	demo_bc1_36_bc2_48_bc3_12	0	0.0	1.0000000000000004	2003
516	demo_bc1_37_bc2_48_bc3_12	0	0.0	1.0000000000000004	2004
517	demo_bc1_38_bc2_48_bc3_12	0	0.0	1.0000000000000004	2005
558	demo_bc1_79_bc2_48_bc3_12	0	0.0	1.0000000000000004	2006
547	demo_bc1_68_bc2_48_bc3_12	0	0.0	1.0000000000000004	2007
548	demo_bc1_69_bc2_48_bc3_12	0	0.0	1.0000000000000004	2008
549	demo_bc1_70_bc2_48_bc3_12	0	0.0	1.0000000000000004	2009
550	demo_bc1_71_bc2_48_bc3_12	0	0.0	1.0000000000000004	2010
551	demo_bc1_72_bc2_48_bc3_12	0	0.0	1.0000000000000004	2011
552	demo_bc1_73_bc2_48_bc3_12	0	0.0	1.0000000000000004	2012
553	demo_bc1_74_bc2_48_bc3_12	0	0.0	1.0000000000000004	2013
554	demo_bc1_75_bc2_48_bc3_12	0	0.0	1.0000000000000004	2014
555	demo_bc1_76_bc2_48_bc3_12	0	0.0	1.0000000000000004	2015
556	demo_bc1_77_bc2_48_bc3_12	0	0.0	1.0000000000000004	2016
557	demo_bc1_78_bc2_48_bc3_12	0	0.0	1.0000000000000004	2017
559	demo_bc1_80_bc2_48_bc3_12	0	0.0	1.0000000000000004	2018
545	demo_bc1_66_bc2_48_bc3_12	0	0.0	1.0000000000000004	2019
560	demo_bc1_81_bc2_48_bc3_12	0	0.0	1.0000000000000004	2020
561	demo_bc1_82_bc2_48_bc3_12	0	0.0	1.0000000000000004	2021
562	demo_bc1_83_bc2_48_bc3_12	0	0.0	1.0000000000000004	2022
563	demo_bc1_84_bc2_48_bc3_12	0	0.0	1.0000000000000004	2023
564	demo_bc1_85_bc2_48_bc3_12	0	0.0	1.0000000000000004	2024
565	demo_bc1_86_bc2_48_bc3_12	0	0.0	1.0000000000000004	2025
566	demo_bc1_87_bc2_48_bc3_12	0	0.0	1.0000000000000004	2026
567	demo_bc1_88_bc2_48_bc3_12	0	0.0	1.0000000000000004	2027
568	demo_bc1_89_bc2_48_bc3_12	0	0.0	1.0000000000000004	2028
569	demo_bc1_90_bc2_48_bc3_12	0	0.0	1.0000000000000004	2029
570	demo_bc1_91_bc2_48_bc3_12	0	0.0	1.0000000000000004	2030
546	demo_bc1_67_bc2_48_bc3_12	0	0.0	1.0000000000000004	2031
544	demo_bc1_65_bc2_48_bc3_12	0	0.0	1.0000000000000004	2032
518	demo_bc1_39_bc2_48_bc3_12	0	0.0	1.0000000000000004	2033
530	demo_bc1_51_bc2_48_bc3_12	0	0.0	1.0000000000000004	2034
519	demo_bc1_40_bc2_48_bc3_12	0	0.0	1.0000000000000004	2035
520	demo_bc1_41_bc2_48_bc3_12	0	0.0	1.0000000000000004	2036
521	demo_bc1_42_bc2_48_bc3_12	0	0.0	1.0000000000000004	2037
522	demo_bc1_43_bc2_48_bc3_12	0	0.0	1.0000000000000004	2038
523	demo_bc1_44_bc2_48_bc3_12	0	0.0	1.0000000000000004	2039
524	demo_bc1_45_bc2_48_bc3_12	0	0.0	1.0000000000000004	2040
525	demo_bc1_46_bc2_48_bc3_12	0	0.0	1.0000000000000004	2041
526	demo_bc1_47_bc2_48_bc3_12	0	0.0	1.0000000000000004	2042
527	demo_bc1_48_bc2_48_bc3_12	0	0.0	1.0000000000000004	2043
528	demo_bc1_49_bc2_48_bc3_12	0	0.0	1.0000000000000004	2044
529	demo_bc1_50_bc2_48_bc3_12	0	0.0	1.0000000000000004	2045
531	demo_bc1_52_bc2_48_bc3_12	0	0.0	1.0000000000000004	2046
543	demo_bc1_64_bc2_48_bc3_12	0	0.0	1.0000000000000004	2047
532	demo_bc1_53_bc2_48_bc3_12	0	0.0	1.0000000000000004	2048
533	demo_bc1_54_bc2_48_bc3_12	0	0.0	1.0000000000000004	2049
534	demo_bc1_55_bc2_48_bc3_12	0	0.0	1.0000000000000004	2050
535	demo_bc1_56_bc2_48_bc3_12	0	0.0	1.0000000000000004	2051
536	demo_bc1_57_bc2_48_bc3_12	0	0.0	1.0000000000000004	2052
537	demo_bc1_58_bc2_48_bc3_12	0	0.0	1.0000000000000004	2053
538	demo_bc1_59_bc2_48_bc3_12	0	0.0	1.0000000000000004	2054
539	demo_bc1_60_bc2_48_bc3_12	0	0.0	1.0000000000000004	2055
540	demo_bc1_61_bc2_48_bc3_12	0	0.0	1.0000000000000004	2056
541	demo_bc1_62_bc2_48_bc3_12	0	0.0	1.0000000000000004	2057
542	demo_bc1_63_bc2_48_bc3_12	0	0.0	1.0000000000000004	2058
686	demo_bc1_15_bc2_43_bc3_16	0	0.0	1.0000000000000004	2059
688	demo_bc1_17_bc2_43_bc3_16	0	0.0	1.0000000000000004	2060
458	demo_bc1_75_bc2_46_bc3_12	0	0.0	1.0000000000000004	2061
859	demo_bc1_92_bc2_48_bc3_18	0	0.0	1.0000000000000004	2062
833	demo_bc1_66_bc2_48_bc3_18	0	0.0	1.0000000000000004	2063
834	demo_bc1_67_bc2_48_bc3_18	0	0.0	1.0000000000000004	2064
835	demo_bc1_68_bc2_48_bc3_18	0	0.0	1.0000000000000004	2065
836	demo_bc1_69_bc2_48_bc3_18	0	0.0	1.0000000000000004	2066
837	demo_bc1_70_bc2_48_bc3_18	0	0.0	1.0000000000000004	2067
838	demo_bc1_71_bc2_48_bc3_18	0	0.0	1.0000000000000004	2068
839	demo_bc1_72_bc2_48_bc3_18	0	0.0	1.0000000000000004	2069
840	demo_bc1_73_bc2_48_bc3_18	0	0.0	1.0000000000000004	2070
841	demo_bc1_74_bc2_48_bc3_18	0	0.0	1.0000000000000004	2071
842	demo_bc1_75_bc2_48_bc3_18	0	0.0	1.0000000000000004	2072
843	demo_bc1_76_bc2_48_bc3_18	0	0.0	1.0000000000000004	2073
844	demo_bc1_77_bc2_48_bc3_18	0	0.0	1.0000000000000004	2074
845	demo_bc1_78_bc2_48_bc3_18	0	0.0	1.0000000000000004	2075
846	demo_bc1_79_bc2_48_bc3_18	0	0.0	1.0000000000000004	2076
847	demo_bc1_80_bc2_48_bc3_18	0	0.0	1.0000000000000004	2077
848	demo_bc1_81_bc2_48_bc3_18	0	0.0	1.0000000000000004	2078
849	demo_bc1_82_bc2_48_bc3_18	0	0.0	1.0000000000000004	2079
850	demo_bc1_83_bc2_48_bc3_18	0	0.0	1.0000000000000004	2080
851	demo_bc1_84_bc2_48_bc3_18	0	0.0	1.0000000000000004	2081
852	demo_bc1_85_bc2_48_bc3_18	0	0.0	1.0000000000000004	2082
853	demo_bc1_86_bc2_48_bc3_18	0	0.0	1.0000000000000004	2083
854	demo_bc1_87_bc2_48_bc3_18	0	0.0	1.0000000000000004	2084
855	demo_bc1_88_bc2_48_bc3_18	0	0.0	1.0000000000000004	2085
856	demo_bc1_89_bc2_48_bc3_18	0	0.0	1.0000000000000004	2086
857	demo_bc1_90_bc2_48_bc3_18	0	0.0	1.0000000000000004	2087
832	demo_bc1_65_bc2_48_bc3_18	0	0.0	1.0000000000000004	2088
831	demo_bc1_64_bc2_48_bc3_18	0	0.0	1.0000000000000004	2089
830	demo_bc1_63_bc2_48_bc3_18	0	0.0	1.0000000000000004	2090
816	demo_bc1_49_bc2_48_bc3_18	0	0.0	1.0000000000000004	2091
805	demo_bc1_38_bc2_48_bc3_18	0	0.0	1.0000000000000004	2092
806	demo_bc1_39_bc2_48_bc3_18	0	0.0	1.0000000000000004	2093
807	demo_bc1_40_bc2_48_bc3_18	0	0.0	1.0000000000000004	2094
808	demo_bc1_41_bc2_48_bc3_18	0	0.0	1.0000000000000004	2095
809	demo_bc1_42_bc2_48_bc3_18	0	0.0	1.0000000000000004	2096
810	demo_bc1_43_bc2_48_bc3_18	0	0.0	1.0000000000000004	2097
811	demo_bc1_44_bc2_48_bc3_18	0	0.0	1.0000000000000004	2098
812	demo_bc1_45_bc2_48_bc3_18	0	0.0	1.0000000000000004	2099
813	demo_bc1_46_bc2_48_bc3_18	0	0.0	1.0000000000000004	2100
814	demo_bc1_47_bc2_48_bc3_18	0	0.0	1.0000000000000004	2101
815	demo_bc1_48_bc2_48_bc3_18	0	0.0	1.0000000000000004	2102
817	demo_bc1_50_bc2_48_bc3_18	0	0.0	1.0000000000000004	2103
829	demo_bc1_62_bc2_48_bc3_18	0	0.0	1.0000000000000004	2104
818	demo_bc1_51_bc2_48_bc3_18	0	0.0	1.0000000000000004	2105
819	demo_bc1_52_bc2_48_bc3_18	0	0.0	1.0000000000000004	2106
820	demo_bc1_53_bc2_48_bc3_18	0	0.0	1.0000000000000004	2107
821	demo_bc1_54_bc2_48_bc3_18	0	0.0	1.0000000000000004	2108
822	demo_bc1_55_bc2_48_bc3_18	0	0.0	1.0000000000000004	2109
823	demo_bc1_56_bc2_48_bc3_18	0	0.0	1.0000000000000004	2110
824	demo_bc1_57_bc2_48_bc3_18	0	0.0	1.0000000000000004	2111
825	demo_bc1_58_bc2_48_bc3_18	0	0.0	1.0000000000000004	2112
826	demo_bc1_59_bc2_48_bc3_18	0	0.0	1.0000000000000004	2113
827	demo_bc1_60_bc2_48_bc3_18	0	0.0	1.0000000000000004	2114
828	demo_bc1_61_bc2_48_bc3_18	0	0.0	1.0000000000000004	2115
858	demo_bc1_91_bc2_48_bc3_18	0	0.0	1.0000000000000004	2116
860	demo_bc1_93_bc2_48_bc3_18	0	0.0	1.0000000000000004	2117
689	demo_bc1_18_bc2_43_bc3_16	0	0.0	1.0000000000000004	2118
861	demo_bc1_94_bc2_48_bc3_18	0	0.0	1.0000000000000004	2119
890	demo_bc1_27_bc2_61_bc3_19	0	0.0	1.0000000000000004	2120
891	demo_bc1_28_bc2_61_bc3_19	0	0.0	1.0000000000000004	2121
892	demo_bc1_29_bc2_61_bc3_19	0	0.0	1.0000000000000004	2122
893	demo_bc1_30_bc2_61_bc3_19	0	0.0	1.0000000000000004	2123
894	demo_bc1_31_bc2_61_bc3_19	0	0.0	1.0000000000000004	2124
895	demo_bc1_32_bc2_61_bc3_19	0	0.0	1.0000000000000004	2125
896	demo_bc1_33_bc2_61_bc3_19	0	0.0	1.0000000000000004	2126
897	demo_bc1_34_bc2_61_bc3_19	0	0.0	1.0000000000000004	2127
898	demo_bc1_35_bc2_61_bc3_19	0	0.0	1.0000000000000004	2128
899	demo_bc1_36_bc2_61_bc3_19	0	0.0	1.0000000000000004	2129
900	demo_bc1_37_bc2_61_bc3_19	0	0.0	1.0000000000000004	2130
901	demo_bc1_38_bc2_61_bc3_19	0	0.0	1.0000000000000004	2131
902	demo_bc1_39_bc2_61_bc3_19	0	0.0	1.0000000000000004	2132
903	demo_bc1_40_bc2_61_bc3_19	0	0.0	1.0000000000000004	2133
904	demo_bc1_41_bc2_61_bc3_19	0	0.0	1.0000000000000004	2134
905	demo_bc1_42_bc2_61_bc3_19	0	0.0	1.0000000000000004	2135
906	demo_bc1_43_bc2_61_bc3_19	0	0.0	1.0000000000000004	2136
907	demo_bc1_44_bc2_61_bc3_19	0	0.0	1.0000000000000004	2137
